جنسیت,سهمیه,شهر,رتبه کشوری,رتبه در سهمیه,نوع بذیرش,دانشگاه,رشته
مرد,2,مرودشت,3135,715,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,2,شیروان,3135,715, بجنورد  -  روزانه, دانشگاه علوم پزشکی خراسان شمالی ,پزشکی 
زن,2,کوهنانی,3135,715,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,دندانپزشکی 
زن,2,تهران,2124,717,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,دندانپزشکی 
مرد,2,تبریز,2124,717,  روزانه, دانشگاه علوم پزشکی ایران  ,داروسازی 
زن,2,اهواز,1659,718,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
زن,2,تبریز,2130,719,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,2,یزد,1662,720,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,2,کرمانشاه,1662,720,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,پزشکی 
مرد,2,تبریز,2135,721,تهران  - پردیس خودگردان یا ظرفیت مازاد, دانشگاه شاهد,دندانپزشکی 
مرد,2,سنندج,1666,722,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,2,کرج,1671,724,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,پزشکی 
زن,2,میاندوآب,3162,725, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
زن,2,ماه شهر,3162,725, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
زن,2,اهواز,3162,725, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
مرد,2,تهران,2147,726,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,2,کاشان,2147,726, روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
زن,2,ساری,1678,727, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
زن,2,ساری,1678,727, ساری  - روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
مرد,2,اهواز,3168,728, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
زن,2,شیراز,2168,729,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
مرد,2,تبریز,2168,729, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
زن,2,کرمان,1682,729,  روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
زن,2,شیراز,1682,729, روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
مرد,2,شوشتر,3174,731, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
مرد,2,ارومیه,1690,732,  روزانه, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
زن,2,تهران,2172,732,  روزانه, دانشگاه علوم پزشکی سمنان  ,دندانپزشکی 
مرد,2,تبریز,2177,734,  روزانه, دانشگاه علوم پزشکی ارومیه  ,دندانپزشکی 
مرد,2,قزوین,1701,735,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,نقده,3193,735,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,2,ایوان غرب,3193,735,  روزانه, دانشگاه علوم پزشکی ایلام  ,پزشکی 
زن,2,ایلام,3193,735,  روزانه, دانشگاه علوم پزشکی ایلام  ,دندانپزشکی 
مرد,2,سبزوار,1704,736,  روزانه, دانشگاه علوم پزشکی بابل  ,دندانپزشکی 
مرد,2,اصفهان,2182,737,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
زن,2,اصفهان,2182,737,  روزانه, دانشگاه علوم پزشکی شهرکرد  ,دندانپزشکی 
مرد,2,تهران,2182,737,  روزانه, دانشگاه علوم پزشکی ایران  ,داروسازی 
مرد,2,سبزوار,1708,738,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
زن,2,ایذه,3206,738, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
زن,2,قائم شهر,1712,740, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,2,قائم شهر,1716,741,  روزانه, دانشگاه علوم پزشکی بابل  ,دندانپزشکی 
زن,2,کرمانشاه,1716,741,  روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
مرد,2,بستان آباد,2194,742,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,2,شاهین شهر,2194,742,  روزانه, دانشگاه علوم پزشکی یزد ,دندانپزشکی 
زن,2,یزد,2194,742, روزانه, دانشگاه علوم پزشکی یزد ,دندانپزشکی 
زن,2,سراب,3223,743,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,آمل,1721,744,  روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
زن,2,تهران,2198,744, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
مرد,2,مشهد,2205,745,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
مرد,2,تبریز,2205,745,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,فریمان,3228,745,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
مرد,2,تبریز,2205,745, روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,کرج,2209,747, روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
مرد,2,تهران,2209,747,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
مرد,2,تبریز,2218,750,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
زن,2,قائن,3257,750, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,پزشکی 
زن,2,نورآباد ممسنی,3261,751,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,2,زنجان,1729,751,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,شهریار,1729,751,  روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
مرد,2,مشهد,2224,752,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
مرد,2,مبارکه,3272,752,  روزانه, دانشگاه علوم پزشکی اصفهان  ,داروسازی 
مرد,2,اردبیل,1734,753,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,مشهد,2241,753,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,دندانپزشکی 
مرد,2,داراب,3276,754,  روزانه, دانشگاه علوم پزشکی کرمان  ,دندانپزشکی 
مرد,2,شیراز,2251,756, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شیراز  ,پزشکی 
زن,2,پردیس,1741,757,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
زن,2,کرمان,1741,757,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
زن,2,تایباد,3283,759, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی مشهد  ,دندانپزشکی 
مرد,2,تهران,2265,759, تهران  -  روزانه, دانشگاه صنعتی شریف ,شیمی محض 
مرد,2,بابل,1747,759,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,بابل,3292,762, روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
زن,2,آستارا,3292,762, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
مرد,2,برازجان,3292,762,  روزانه, دانشگاه علوم پزشکی بوشهر  ,پزشکی 
زن,2,بندرعباس,1752,762,  روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
مرد,2,گرگان,3292,762,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,شبستر,3292,762,  روزانه, دانشگاه علوم پزشکی زنجان  ,دندانپزشکی 
مرد,2,بهبهان,1752,762, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
مرد,2,سنندج,1755,764,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,اصفهان,2291,765,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
زن,2,شهرضا,1757,765,  روزانه, دانشگاه علوم پزشکی یزد ,دندانپزشکی 
مرد,2,پیرانشهر,3310,766,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
مرد,2,تهران,2299,767,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
زن,2,تبریز,2299,767, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
مرد,2,بندرعباس,1762,768,  روزانه, دانشگاه علوم پزشکی شیراز  ,پزشکی 
مرد,2,قزوین,1762,768,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,خرم آباد,1762,768,  روزانه, دانشگاه علوم پزشکی همدان  ,دندانپزشکی 
مرد,2,فریمان,3317,769,  روزانه, دانشگاه علوم پزشکی کرمان  ,دندانپزشکی 
زن,2,تبریز,2306,770, مناطق محروم, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
مرد,2,قزوین,1769,771,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,زاهدان,1769,771,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
زن,2,تهران,2311,774,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
مرد,2,بروجن,1774,774,  روزانه, دانشگاه علوم پزشکی اصفهان  ,دندانپزشکی 
مرد,2,اصفهان,1774,774, روزانه, دانشگاه علوم پزشکی اصفهان  ,دندانپزشکی 
زن,2,تبریز,2311,774,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,2,قائم شهر,1774,774, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,2,قائم شهر,1774,774, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,2,گرگان,1776,776,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پزشکی 
مرد,2,جویبار,1778,777, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
زن,2,مشکین شهر,3354,777,  روزانه, دانشگاه علوم پزشکی اردبیل  ,پزشکی 
مرد,2,ساری,1778,777, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,2,بروجن,1782,779,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,گناباد,1782,779,  روزانه, دانشگاه علوم پزشکی گناباد  ,پزشکی 
زن,2,ارومیه,1786,781,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,قائم شهر,1786,781, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
مرد,2,ملارد,3363,782,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,پزشکی 
زن,2,بستک,3363,782,  روزانه, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
مرد,2,قائم شهر,1790,784,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,کرمانشاه,1790,784,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,داروسازی 
زن,2,خرم آباد,1790,784,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,تهران,2351,787,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
مرد,2,بابل,1795,788,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
زن,2,شیراز,3380,788, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,دندانپزشکی 
مرد,2,فیروزآباد,3380,788,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,2,همدان,1795,788, روزانه, دانشگاه علوم پزشکی همدان  ,دندانپزشکی 
مرد,2,تهران,2359,790,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,داروسازی 
زن,2,اصفهان,2359,790,  روزانه, دانشگاه علوم پزشکی اصفهان  ,داروسازی 
مرد,2,تبریز,2359,790,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,خدابنده,3385,790,  روزانه, دانشگاه علوم پزشکی تهران  ,پزشکی 
مرد,2,فردیس,3389,791,  روزانه, دانشگاه علوم پزشکی تهران  ,پزشکی 
مرد,2,مراغه,1800,791,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,ملایر,1800,791,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,خرم آباد,3400,792, خرم آباد  - روزانه, دانشگاه علوم پزشکی لرستان ,پزشکی 
مرد,2,کرج,1804,793,  روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
زن,2,سروستان شیراز,3413,794,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
زن,2,زنجان,3413,794,  روزانه, دانشگاه علوم پزشکی تهران  ,پزشکی 
مرد,2,مشهد,2379,795,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,داروسازی 
مرد,2,سنندج,1808,795, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,پزشکی 
مرد,2,کاشان,1812,796,  روزانه, دانشگاه علوم پزشکی کاشان  ,دندانپزشکی 
مرد,2,قروه,3419,797,  روزانه, دانشگاه علوم پزشکی همدان  ,پزشکی 
زن,2,بیرجند,1815,798, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی مشهد  ,دندانپزشکی 
زن,2,اردبیل,1818,799,  روزانه, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,ربط,3430,799,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,ساری,1822,800, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
زن,2,سنندج,1825,801,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,قم,1832,803,  روزانه, دانشگاه علوم پزشکی بابل  ,دندانپزشکی 
زن,2,پیرانشهر,3441,803,  روزانه, دانشگاه علوم پزشکی ایلام  ,پزشکی 
زن,2,سنندج,1832,803, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,پزشکی 
مرد,2,بستک,3454,804, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شیراز  ,دندانپزشکی 
زن,2,اهواز,1835,805, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
مرد,2,اصفهان,2416,806,  روزانه, دانشگاه علوم پزشکی یزد ,دندانپزشکی 
مرد,2,لنگرود,1838,806, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
مرد,2,بادرودکاشان,1838,806,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,تبریز,2421,808,  روزانه, دانشگاه علوم پزشکی ارومیه  ,دندانپزشکی 
زن,2,دره شهر,3467,810, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
زن,2,تهران,2425,810, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
مرد,2,کاشان,1850,811,  روزانه, دانشگاه علوم پزشکی کاشان  ,دندانپزشکی 
زن,2,گناباد,1850,811,  روزانه, دانشگاه علوم پزشکی مشهد  ,پزشکی 
مرد,2,قائم شهر,1852,813,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,خوی,3479,813,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,مشهد,2450,814, بجنورد  -  روزانه, دانشگاه علوم پزشکی خراسان شمالی ,دندانپزشکی 
زن,2,قم,1855,814,  روزانه, دانشگاه علوم پزشکی تهران  ,داروسازی 
زن,2,مسجدسلیمان,3486,814, خرم آباد  -  روزانه, دانشگاه علوم پزشکی لرستان ,پزشکی 
مرد,2,یاسوج,3486,814,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,2,شیراز,2457,815,  روزانه, دانشگاه علوم پزشکی شیراز  ,داروسازی 
مرد,2,اصفهان,2457,815,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,2,شیراز,2457,815, روزانه, دانشگاه علوم پزشکی شیراز  ,داروسازی 
زن,2,شهرکرد,1860,816,  روزانه, دانشگاه علوم پزشکی کاشان  ,دندانپزشکی 
زن,2,اصفهان,1864,817,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,نکا,3497,817, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
مرد,2,رودان,3503,819,  روزانه, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
زن,2,تهرانسر,2486,819,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
مرد,2,اصفهان,2491,820,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,2,ارومیه,1874,822,  روزانه, دانشگاه علوم پزشکی ارومیه  ,داروسازی 
مرد,2,تبریز,2511,824, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
مرد,2,هشترود,3524,825,  روزانه, دانشگاه علوم پزشکی اردبیل  ,دندانپزشکی 
زن,2,زاهدان,3524,825, روزانه, دانشگاه علوم پزشکی زاهدان ,دندانپزشکی 
مرد,2,رشت,1880,825, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
زن,2,همدان,1883,827,  روزانه, دانشگاه علوم پزشکی همدان  ,دندانپزشکی 
مرد,2,اهواز,1886,828,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,تهران,2528,829,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
زن,2,مشهد,2528,829,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
مرد,2,گنبد,3548,832,  روزانه, دانشگاه علوم پزشکی بابل  ,دندانپزشکی 
مرد,2,کرمان,2536,832,  روزانه, دانشگاه علوم پزشکی کرمان  ,دندانپزشکی 
مرد,2,اهواز,1893,832, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,پزشکی 
مرد,2,هشتگرد,3554,834,  روزانه, دانشگاه علوم پزشکی تهران  ,پزشکی 
زن,2,بجستان,3554,834,  روزانه, دانشگاه علوم پزشکی مشهد  ,داروسازی 
مرد,2,تهران,2543,835,  روزانه, دانشگاه علوم پزشکی قزوین  ,دندانپزشکی 
مرد,2,اصفهان,2543,835,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
مرد,2,تبریز,2543,835,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,رشت,1899,835,  روزانه, دانشگاه علوم پزشکی بندر عباس  ,دندانپزشکی 
زن,2,اهواز,1899,835, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
زن,2,کرج,1906,838,  روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
زن,2,کرج,1906,838, روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
زن,2,نکا,3568,838, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,2,تبریز,2571,840,  روزانه, دانشگاه علوم پزشکی تبریز ,داروسازی 
زن,2,یزد,3574,840, روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,2,ساوه,1910,841,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
زن,2,شهریار,1910,841,  روزانه, دانشگاه علوم پزشکی ایلام  ,دندانپزشکی 
مرد,2,شیراز,2576,842,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
زن,2,اصفهان,2576,842, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,بوکان,3583,842,  روزانه, دانشگاه علوم پزشکی همدان  ,پزشکی 
مرد,2,اهواز,1915,843, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
مرد,2,اصفهان,2581,844,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
مرد,2,نورآباد,3594,846,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,پزشکی 
مرد,2,بابل,1931,847,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,مشهد,2590,847, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
مرد,2,چالوس,1934,848,  روزانه, دانشگاه علوم پزشکی بابل  ,پزشکی 
مرد,2,تبریز,2595,848,  روزانه, دانشگاه علوم پزشکی ارومیه  ,دندانپزشکی 
مرد,2,ارومیه,2595,848, روزانه, دانشگاه علوم پزشکی ارومیه  ,دندانپزشکی 
زن,2,کاشمر,1934,848, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
مرد,2,سردشت,3602,850, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,دندانپزشکی 
مرد,2,سبزوار,1942,850, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
مرد,2,مشهد,2606,851, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی مشهد  ,پزشکی 
مرد,2,اهواز,1945,852, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,دندانپزشکی 
زن,2,دهلران,3612,853, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
زن,2,تهران,2619,853,  روزانه, دانشگاه علوم پزشکی کرج  ,پزشکی 
زن,2,گلپایگان,1949,854,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,ورامین,1949,854,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,تبریز,2625,855,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,2,تهران,2625,855,  روزانه, دانشگاه علوم پزشکی کاشان  ,پزشکی 
مرد,2,تاکستان,3629,855,  روزانه, دانشگاه علوم پزشکی زنجان  ,دندانپزشکی 
زن,2,تهران,2629,857, تهران  -  روزانه, دانشگاه علوم پزشکی بقیه الله ,پزشکی 
زن,2,تبریز,2633,858, مناطق محروم, دانشگاه علوم پزشکی تبریز ,پزشکی 
زن,2,تبریز,2633,858, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پزشکی 
مرد,2,دزفول,1960,858,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
زن,2,ایلام,3646,859,  روزانه, دانشگاه علوم پزشکی ایلام  ,پزشکی 
زن,2,کرمان,1964,860,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
مرد,2,تبریز,2638,860,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,سرایان,3661,860,  روزانه, دانشگاه علوم پزشکی زاهدان  ,دندانپزشکی 
زن,2,اسلام‌شهر,1967,861,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
مرد,2,شهرکرد,1969,862,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
مرد,2,تاکستان,3666,862,  روزانه, دانشگاه علوم پزشکی تهران  ,پزشکی 
زن,2,مهاباد,3666,862,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,2,تبریز,2645,863,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
زن,2,سنندج,1972,864,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پزشکی 
زن,2,مشهد,2648,864, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
زن,2,تبریز,1975,865, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
مرد,2,تایباد,3676,865,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پزشکی 
زن,2,مرند,1975,865, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,دندانپزشکی 
زن,2,تهران,2652,865,گرگان  - پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی گلستان ,پزشکی 
زن,2,مبارکه,1978,866,  روزانه, دانشگاه علوم پزشکی یزد ,دندانپزشکی 
زن,2,مشهد,2659,867, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
مرد,2,سنندج,1990,870, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,پزشکی 
زن,2,اصفهان,2675,871,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد خوراسگان ,دندانپزشکی 
مرد,2,خدابنده,3724,873, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,دندانپزشکی 
مرد,2,سرپل ذهاب,3724,873,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,پزشکی 
زن,2,تهران,2690,874,  روزانه, دانشگاه علوم پزشکی قزوین  ,دندانپزشکی 
مرد,2,تربت حیدریه,2006,875,  روزانه, دانشگاه علوم پزشکی بیرجند ,دندانپزشکی 
مرد,2,اسکو,3734,876,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,سراوان,3734,876,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
زن,2,تبریز,2703,878, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پزشکی 
مرد,2,قائم شهر,2019,878, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,دندانپزشکی 
زن,2,سراوان,3745,880,  روزانه, دانشگاه علوم پزشکی کرمان  ,پزشکی 
مرد,2,لنده دوگنبدان,3745,880,  روزانه, دانشگاه علوم پزشکی یاسوج  ,دندانپزشکی 
زن,2,نورآباد ممسنی,3745,880,  روزانه, دانشگاه علوم پزشکی بوشهر  ,دندانپزشکی 
زن,2,تهران,2708,881,  روزانه, دانشگاه علوم پزشکی اراک  ,دندانپزشکی 
مرد,2,رشت,2023,881, رشت  - روزانه, دانشگاه علوم پزشکی گیلان ,دندانپزشکی 
زن,2,اراک,2708,881, روزانه, دانشگاه علوم پزشکی اراک ,دندانپزشکی 
مرد,2,تهران,2708,881,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تهران پزشکی ,پزشکی 
مرد,2,شهرضا,2023,881,  روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
مرد,2,کرج,2029,883,  روزانه, دانشگاه علوم پزشکی کرج  ,دندانپزشکی 
مرد,2,خرم‌بید,3752,883,  روزانه, دانشگاه علوم پزشکی یزد ,پزشکی 
مرد,2,گنبد,3752,883, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,داروسازی 
مرد,2,ساوه,2033,885,  روزانه, دانشگاه علوم پزشکی ایران  ,پزشکی 
زن,2,فردوس,3767,885,  روزانه, دانشگاه علوم پزشکی بیرجند ,پزشکی 
زن,2,نیشابور,2036,886, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پزشکی 
زن,2,همدان,2036,886,  روزانه, دانشگاه علوم پزشکی تهران  ,داروسازی 
مرد,2,بانه,3773,886,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پزشکی 
مرد,2,تهران,2727,886,  روزانه, دانشگاه علوم پزشکی قزوین  ,پزشکی 
زن,2,مهاباد,3780,888, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,دندانپزشکی 
زن,2,سنندج,3780,888, سنندج  - روزانه, دانشگاه علوم پزشکی کردستان ,دندانپزشکی 
